gene	annotation	no_sequences	aln_len	pos_count	pos_per_codon	mean_n_dev_pos	stdev_n_dev_pos	max_n_dev
JMBIMI_09110	multidrug ABC transporter ATP-binding protein	125	619	15	0.024	1.421	3.363	12.321
CJNHGO_08300	diguanylate cyclase	125	193	10	0.052	5.47	4.773	12.321
DCGKFM_01620	Copper ABC transporter substrate-binding protein	125	257	5	0.019	5.594	6.029	12.321
AAPKIE_02350	homoserine kinase	125	308	7	0.023	2.902	4.607	12.321
FLPKAP_05580	triose-phosphate isomerase	125	259	2	0.008	12.321	0.0	12.321
LGFMJF_08870	peptidoglycan-binding protein LysM	123	408	10	0.025	7.459	3.927	12.096
JMBIMI_11160	hemoglobin-haptoglobin-utilization protein	122	363	3	0.008	4.662	6.379	11.988
GONEAM_00625	DNA topoisomerase (ATP-hydrolyzing) subunit B	125	872	7	0.008	4.805	5.618	11.988
FOGPJI_09150	type III restriction-modification systemendonuclease	125	980	11	0.011	1.312	3.542	11.988
HPHECO_06385	c-type cytochrome biogenesis protein CcsB	125	396	4	0.01	4.274	5.495	11.988
BNBOEA_09620	intermembrane transport protein PqiB	125	554	7	0.013	2.03	4.397	11.988
GBEPFH_01580	Copper ABC transporter	125	193	1	0.005	11.988		11.988
KMNMBO_05570	phosphate starvation-inducible protein PhoH	123	319	13	0.041	1.605	3.457	11.988
HJJNII_04415	transcription-repair coupling factor	124	1235	6	0.005	3.756	4.343	11.988
DCBGBN_09075	DNA translocase FtsK 1	125	813	2	0.002	6.493	7.77	11.988
AOEIMC_04480	hypothetical protein	125	148	8	0.054	6.494	3.661	11.988
CJNHGO_05110	excinuclease ABC subunit UvrC	125	629	6	0.01	3.608	4.623	11.988
MCMGGC_05670	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	125	246	2	0.008	6.216	8.163	11.988
IJDKON_02735	2-C-methyl-D-erythritol 4-phosphatecytidylyltransferase	125	230	4	0.017	3.885	5.571	11.988
HMKGBL_08845	potassium transporter Trk	124	514	19	0.037	2.447	2.667	11.981
AKGBFI_08450	hypothetical protein	48	348	42	0.121	1.799	2.68	11.766
KMNMBO_06780	MFS transporter	124	541	29	0.054	1.439	3.268	11.766
GILMCH_07885	SDR family oxidoreductase	125	240	5	0.021	4.329	4.774	11.766
DCGKFM_02305	phosphoserine transaminase	125	427	10	0.023	5.392	4.042	11.655
DBIOJN_01155	MFS transporter	125	514	3	0.006	4.255	6.417	11.655
HCCGLM_07305	7-carboxy-7-deazaguanine synthase QueE	125	213	8	0.038	5.633	4.41	11.655
DPNOOC_06175	GDSL family lipase	125	398	16	0.04	3.309	3.526	11.655
NNPMCJ_01290	Robl-LC7 domain-containing protein	125	120	1	0.008	11.655		11.655
FOGPJI_05340	hypothetical protein	125	91	7	0.077	1.903	4.301	11.655
IECMBI_02470	uracil permease	125	458	1	0.002	11.655		11.655
BOOKHB_04075	hypothetical protein	112	378	9	0.024	5.649	4.208	11.655
HPHECO_05400	nicotinate-nucleotide adenylyltransferase	125	202	1	0.005	11.655		11.655
DBIOJN_10475	Phage associated protein	122	136	5	0.037	4.706	4.942	11.544
AAPKIE_00280	Outer membrane protein OpcA	125	99	1	0.01	11.322		11.322
FLPKAP_00615	FAD:protein FMN transferase	51	351	19	0.054	4.025	3.278	11.322
AFIEGL_03705	pantoate--beta-alanine ligase	125	279	1	0.004	11.322		11.322
NEILBB_10300	hypothetical protein	125	178	12	0.067	5.226	4.103	11.322
DFBINA_05865	sulfate ABC transporter substrate-bindingprotein	125	214	2	0.009	6.604	6.672	11.322
BFPELO_10670	sodium:alanine symporter family protein	125	464	1	0.002	11.322		11.322
DFBINA_08755	bifunctional proline dehydrogenase/L-glutamategamma-semialdehyde dehydrogenase PutA	125	1233	28	0.023	4.079	3.726	11.322
AOEIMC_09675	IMP dehydrogenase	125	513	42	0.082	1.166	2.622	11.322
KMNMBO_04635	cell division protein ZipA	125	430	8	0.019	1.845	3.84	11.322
GILMCH_10240	Na(+)-translocating NADH-quinone reductasesubunit A	122	448	5	0.011	3.885	5.053	11.322
IEGIFK_10390	hypothetical protein	125	66	1	0.015	11.322		11.322
DDFKJF_00500	Dihydrofolate reductase	124	163	3	0.018	4.662	5.602	10.989
GILMCH_10080	polymorphic toxin-type HINT domain-containingprotein	119	244	19	0.078	3.219	3.425	10.989
ICENOK_11085	ABC transporter permease	125	517	30	0.058	1.04	2.277	10.989
DBIOJN_09290	cell division protein FtsN	125	347	2	0.006	5.55	7.692	10.989
OEJBCO_08910	adhesion and penetration autotransporter App	102	1499	24	0.016	1.346	2.423	10.989
FPFEIB_08310	polysaccharide biosynthesis protein	119	639	5	0.008	3.863	4.864	10.989
BNBOEA_08765	EamA family transporter	125	308	6	0.019	3.126	4.621	10.989
CJNHGO_05605	hypothetical protein	90	240	1	0.004	10.989		10.989
CMGIPM_10790	NAD(P)H-dependent oxidoreductase	77	244	21	0.086	3.314	2.515	10.989
JCPBFJ_07450	uroporphyrinogen decarboxylase	125	355	7	0.02	4.313	5.086	10.989
BNBOEA_10275	ABC transporter ATP-binding protein	125	231	3	0.013	4.033	6.04	10.989
DEODPA_03410	ShlB/FhaC/HecB family hemolysinsecretion/activation protein	125	316	3	0.009	3.811	6.217	10.989
PNIJEF_00270	23S rRNA (adenine(2030)-N(6))-methyltransferaseRlmJ	125	304	4	0.013	3.108	5.268	10.989
GONEAM_06390	helix-turn-helix domain-containing protein	79	362	25	0.069	2.251	3.252	10.988
CEEHEF_09945	L-serine ammonia-lyase	125	485	5	0.01	4.507	5.719	10.878
FPKBML_07605	pyrimidine 5'-nucleotidase	120	245	9	0.037	4.292	3.84	10.878
BFPELO_02840	Phage structural protein	125	158	5	0.032	4.418	4.408	10.878
KIIHOL_09275	RNA polymerase sigma factor	124	305	21	0.069	1.105	2.541	10.656
BNBOEA_09425	translation initiation factor IF-2	122	944	9	0.01	1.702	3.484	10.656
NADGGK_06450	pseudouridine synthase	125	310	10	0.032	3.363	3.275	10.656
DFBINA_08420	aspartate--tRNA ligase	124	603	3	0.005	7.585	5.033	10.656
OIJOPB_06940	prephenate dehydratase	123	363	5	0.014	4.862	4.998	10.656
AENKPA_02095	6-carboxytetrahydropterin synthase QueD	124	145	7	0.048	6.771	3.153	10.656
LKENIL_10610	FadR family transcriptional regulator	125	260	2	0.008	6.272	6.201	10.656
JCPBFJ_08440	Surface lipoprotein assembly modifier	124	497	3	0.006	6.549	3.653	10.656
ELOKED_00405	NADH oxidase	125	404	10	0.025	4.893	3.307	10.656
BCKFAO_02740	S-formylglutathione hydrolase	125	276	1	0.004	10.656		10.656
APANNK_04710	3'-5' exonuclease	125	265	3	0.011	3.885	5.866	10.656
ICENOK_07535	efflux transporter periplasmic adaptor subunit	125	393	18	0.046	4.452	3.868	10.656
MPNNBP_02285	cryptic protein cnp1	96	204	14	0.069	1.023	2.775	10.656
FDOLEH_04560	MFS transporter	124	486	1	0.002	10.323		10.323
IEGIFK_11215	DNA damage-inducible protein D	125	284	1	0.004	10.323		10.323
PNIJEF_01765	putative membrane protein NMB1645	125	447	5	0.011	4.484	5.336	10.323
JMBIMI_02810	BRO family, N-terminal domain-containing protein	66	290	10	0.034	2.574	3.498	10.323
IEGIFK_08880	hypothetical protein	109	113	3	0.027	6.882	3.441	10.323
IEGIFK_09215	polyamine ABC transporter substrate-bindingprotein	125	461	5	0.011	2.287	4.494	10.323
LBAEBK_03785	signal recognition particle protein	125	457	3	0.007	6.882	5.674	10.323
PDBIIP_04315	Bacteriophage tail fiber protein	120	102	5	0.049	2.531	4.358	10.323
IEGIFK_05810	hypothetical protein	124	71	2	0.028	6.993	4.709	10.323
IECMBI_04620	class II fumarate hydratase	125	463	2	0.004	7.27	4.317	10.323
HJJNII_06380	Y1-Tnp domain-containing protein	125	127	3	0.024	4.884	5.095	10.323
KGAFGA_04895	Phage associated protein	120	143	2	0.014	5.272	7.142	10.323
HJJNII_09070	hydroxyacylglutathione hydrolase	125	251	2	0.008	6.882	4.866	10.323
DPNOOC_05495	ADP-glyceromanno-heptose 6-epimerase	125	335	2	0.006	8.991	1.884	10.323
HEEDGJ_02370	ATP-dependent RNA helicase HrpA	122	1092	28	0.026	3.401	3.659	10.322
JPGGPH_11115	sulfate ABC transporter permease subunit CysT	113	279	6	0.022	2.479	3.991	10.212
NEILBB_07000	peptidoglycan editing factor PgeF	125	260	2	0.008	5.161	7.142	10.212
BAEFEI_03085	Phage associated protein	61	499	44	0.088	1.543	2.254	9.99
KHMBHM_09395	cytochrome b	125	450	2	0.004	7.992	2.826	9.99
EFGCPC_06285	Keratin 2a	121	185	4	0.022	2.719	4.847	9.99
LJCBIJ_02865	glutamyl-tRNA amidotransferase	125	149	2	0.013	6.826	4.474	9.99
DKMLDN_08680	DUF4189 domain-containing protein	125	161	5	0.031	2.398	4.248	9.99
NEILBB_09150	restriction endonuclease	122	1009	15	0.015	3.855	3.395	9.99
GEEBOD_08320	S9 family peptidase	125	672	1	0.001	9.99		9.99
GONEAM_00465	permease	42	462	11	0.024	3.855	2.713	9.99
AFIEGL_04190	cysteine synthase A	125	311	2	0.006	6.715	4.631	9.99
LCAGDG_00550	FAD-binding protein	124	199	1	0.005	9.99		9.99
CIKFOC_03190	putative protein NMB1333	125	604	18	0.03	2.232	3.061	9.768
KGAFGA_04750	hypothetical protein	54	169	21	0.124	2.513	2.305	9.768
HEEDGJ_09155	3-isopropylmalate dehydrogenase	123	357	2	0.006	7.659	2.826	9.657
BFPELO_00325	signal peptidase II	123	165	4	0.024	4.357	4.468	9.657
JPGGPH_06120	chloride channel protein	125	438	10	0.023	3.763	3.336	9.657
AKOKMM_08520	ABC transporter ATP-binding protein	125	299	2	0.007	4.995	6.593	9.657
LGFMJF_00325	malic enzyme	125	431	16	0.037	1.332	2.264	9.657
FLPKAP_06085	two-component sensor histidine kinase	121	440	3	0.007	3.589	5.274	9.657
GEEBOD_01790	GTP pyrophosphokinase	125	738	2	0.003	4.884	6.75	9.657
FOGPJI_08990	tRNA (guanosine(46)-N7)-methyltransferase TrmB	124	239	5	0.021	4.018	3.543	9.657
DBIOJN_03020	hypothetical protein	99	84	5	0.06	2.198	4.171	9.657
AENKPA_06445	dihydroxy-acid dehydratase	125	620	3	0.005	3.589	5.274	9.657
KGFFKI_06980	dTMP kinase	125	207	1	0.005	9.657		9.657
DBIOJN_06760	valine--tRNA ligase	125	946	6	0.006	2.59	3.808	9.657
OPCPNN_01445	lactate permease	125	529	2	0.004	4.995	6.593	9.657
NNPMCJ_09625	aspartate carbamoyltransferase	125	307	2	0.007	6.66	4.238	9.657
DPOILH_01700	DNA internalization-related competence proteinComEC/Rec2	125	760	4	0.005	3.663	4.033	9.657
FOGPJI_01945	tRNA pseudouridine(38-40) synthase TruA	125	266	7	0.026	5.344	2.629	9.546
ODGFBF_03750	Glyco-trans-4-like-N domain-containing protein	48	287	21	0.073	2.373	2.719	9.324
OEJBCO_02590	peptidase	78	245	37	0.151	3.328	2.268	9.324
CIKFOC_08950	fimbrial protein	30	177	20	0.113	2.658	2.375	9.324
IEGIFK_10725	adenosylmethionine--8-amino-7-oxononanoatetransaminase	125	434	1	0.002	9.324		9.324
DDFKJF_01730	oligopeptide transporter, OPT family	122	673	8	0.012	4.093	2.872	9.324
HPHECO_08700	lactate permease	125	76	2	0.026	6.493	4.003	9.324
CPFJAA_05665	transporter	125	676	5	0.007	3.397	3.677	9.324
AAJHJC_08415	Fimbrial protein MS11-D1	50	157	42	0.268	2.09	2.28	9.324
GILMCH_01370	phosphoenolpyruvate carboxylase	125	901	4	0.004	5.911	3.915	9.324
GMLLLN_10980	Endolytic peptidoglycan transglycosylase RlpA	125	240	11	0.046	1.221	2.722	9.323
DFBINA_01910	DUF3108 domain-containing protein	125	223	1	0.004	8.991		8.991
DBIOJN_07105	bifunctional 2-polyprenyl-6-hydroxyphenolmethylase/3-demethylubiquinol 3-O-methyltransferase UbiG	125	239	6	0.025	5.254	2.835	8.991
KOBKIE_03875	glycosyltransferase family 8 protein	54	309	13	0.042	2.297	2.919	8.991
IECMBI_00800	exodeoxyribonuclease III	125	257	2	0.008	4.662	6.122	8.991
ODMHAO_04805	NADP-dependent 3-hydroxy acid dehydrogenase	123	274	7	0.026	2.077	3.293	8.991
FPKBML_02685	Holliday junction branch migration DNA helicaseRuvB	125	344	1	0.003	8.991		8.991
CLFGNL_01350	IgA-specific serine endopeptidaseautotransporter	118	1638	89	0.054	1.478	1.727	8.99
DPNOOC_07145	glucose-6-phosphate isomerase	125	549	3	0.005	5.365	4.636	8.88
MPNNBP_03610	DUF2460 domain-containing protein	123	200	1	0.005	8.88		8.88
OPCPNN_10675	pilin	27	270	49	0.181	1.699	1.898	8.658
PNIJEF_02460	ArsR family transcriptional regulator	125	161	1	0.006	8.658		8.658
EHLPDB_09270	hypothetical protein	92	501	16	0.032	1.387	2.263	8.658
LGFMJF_00160	peptide chain release factor 3	125	532	2	0.004	4.495	5.887	8.658
OPCPNN_04925	Fe-S cluster assembly scaffold IscU	125	129	1	0.008	8.658		8.658
HLLAKN_08780	Prophage antirepressor	124	284	32	0.113	3.024	2.866	8.658
AFIEGL_07150	GNAT family N-acetyltransferase	122	285	21	0.074	1.781	2.048	8.658
CEEHEF_10100	permease	98	301	2	0.007	6.826	2.59	8.658
CIKFOC_10670	Glyco-trans-4-like-N domain-containing protein	69	282	28	0.099	1.042	2.295	8.658
DDFKJF_02580	tryptophan permease	125	436	21	0.048	1.649	2.522	8.658
CPFJAA_05825	Phage associated protein	123	150	1	0.007	8.658		8.658
IEGIFK_04825	valine--pyruvate transaminase	125	435	5	0.011	5.15	3.621	8.658
IECMBI_04445	DNA primase	125	591	3	0.005	2.96	4.935	8.658
AENKPA_07765	acyl-CoA thioester hydrolase YciA	125	149	1	0.007	8.657		8.657
HPHECO_05560	polyphosphate kinase 2	120	310	6	0.019	4.68	3.472	8.436
BAEFEI_03420	MFS transporter	124	468	1	0.002	8.325		8.325
NKPBLJ_02875	glycosyl transferase family A	52	384	27	0.07	1.365	2.255	8.325
HPHECO_02640	phosphoglycolate phosphatase	125	221	2	0.009	4.218	5.808	8.325
KGAFGA_01525	Phage associated protein	63	752	12	0.016	1.794	2.766	8.325
DCGKFM_08925	hypothetical protein	125	150	3	0.02	5.735	2.503	8.325
IEGIFK_06685	hypothetical protein	125	150	3	0.02	3.108	4.521	8.325
PNIJEF_03450	transaldolase	125	352	16	0.045	0.763	2.02	8.324
HEIKPG_01100	Pilin	27	124	43	0.347	2.075	1.791	8.324
BGAEOD_06530	7-cyano-7-deazaguanine synthase QueC	125	220	7	0.032	1.602	2.982	8.214
LMPAAK_04510	hypothetical protein	124	187	9	0.048	2.799	2.644	7.992
ACIHAE_08425	multifunctional CCA addition/repair protein	125	412	14	0.034	1.388	2.188	7.992
IEGIFK_04335	hypothetical protein	122	118	4	0.034	3.663	3.147	7.992
AFIEGL_00085	Phage associated protein	125	400	10	0.025	2.986	2.225	7.992
NMJJFA_00860	excinuclease ABC subunit UvrB	125	676	6	0.009	2.442	3.106	7.992
MPNNBP_08580	integrase	125	385	2	0.005	4.051	5.573	7.992
LMPAAK_01980	UDP-N-acetylmuramate dehydrogenase	125	354	14	0.04	4.353	3.348	7.992
HCCGLM_11030	hypothetical protein	122	426	9	0.021	2.269	2.618	7.992
LKENIL_06055	F0F1 ATP synthase subunit epsilon	125	141	2	0.014	5.994	2.826	7.992
IPDDEA_06090	YebC/PmpR family DNA-binding transcriptionalregulator	125	243	3	0.012	4.773	3.022	7.992
EFGCPC_07315	long-chain fatty acid--CoA ligase	72	522	24	0.046	1.059	1.623	7.99
AAJHJC_05365	Serine/threonine-protein kinase pkn1	125	252	2	0.008	5.772	2.826	7.77
ELOKED_10975	cell division protein	125	275	4	0.015	3.524	3.784	7.77
GONEAM_09660	copper-containing nitrite reductase	125	417	17	0.041	1.358	1.91	7.77
KIIHOL_02290	serine--tRNA ligase	125	432	1	0.002	7.659		7.659
HEPKNL_08050	exodeoxyribonuclease V subunit alpha	125	582	6	0.01	1.757	2.944	7.659
BFPELO_06430	Disulfide bond formation protein B	124	163	1	0.006	7.659		7.659
DBIOJN_07925	formate--tetrahydrofolate ligase	125	559	3	0.005	3.219	3.902	7.659
NKPBLJ_07920	nitroreductase	125	186	11	0.059	1.181	2.164	7.659
DBIOJN_01815	Lipoprotein	125	115	1	0.009	7.659		7.659
BOOKHB_05290	multidrug efflux system transcriptional repressorMtrR	125	288	11	0.038	2.614	2.606	7.659
EHLPDB_04370	twin-arginine translocase subunit TatC	125	257	2	0.008	3.885	5.337	7.659
EHLPDB_08050	DNA polymerase IV	124	353	4	0.011	3.358	3.24	7.659
NADGGK_07450	2-C-methyl-D-erythritol 2,4-cyclodiphosphatesynthase	125	161	3	0.019	3.182	3.796	7.548
AAJHJC_08080	ribonuclease II	125	627	6	0.01	1.554	2.937	7.548
HPHECO_01640	SCP2 domain-containing protein	125	189	1	0.005	7.548		7.548
DEODPA_01615	sodium-dependent transporter	119	512	7	0.014	2.583	2.856	7.54
IEGIFK_02630	DUF456 domain-containing protein	125	163	3	0.018	3.515	3.539	7.326
AOEIMC_10965	lytic transglycosylase	125	693	17	0.025	0.836	1.774	7.326
OJCHKC_03780	cadmium-translocating P-type ATPase	125	824	15	0.018	3.138	2.67	7.326
FOAFML_03150	Glycosyl transferase	65	227	18	0.079	0.894	1.655	7.326
DBIOJN_09125	NAD-dependent DNA ligase LigA	125	839	24	0.029	1.646	1.786	7.326
GBEPFH_10805	deoxyribodipyrimidine photo-lyase	125	485	3	0.006	2.627	4.073	7.326
IECMBI_05965	glycosyltransferase	125	132	1	0.008	7.326		7.326
IPDDEA_01315	phosphoenolpyruvate synthase	124	795	3	0.004	5.365	1.721	7.326
DBIOJN_04345	DNA replication protein	27	262	13	0.05	2.015	2.425	7.326
ODGFBF_05595	cystathionine gamma-synthase	125	386	3	0.008	3.774	3.498	7.326
DFBINA_09435	butanediol dehydrogenase	124	355	2	0.006	4.884	3.454	7.326
HEEDGJ_00210	transcription termination/antitermination proteinNusA	125	501	4	0.008	2.081	3.496	7.326
PNIJEF_03980	ATP-dependent RNA helicase HrpA	123	464	6	0.013	3.478	3.023	7.104
BOOKHB_08820	Transposase	42	114	9	0.079	2.762	2.367	7.104
GHKIBE_02150	D-glycero-beta-D-manno-heptose 1-phosphateadenylyltransferase	125	169	4	0.024	1.942	3.369	6.993
DBIOJN_04015	sugar transporter	124	135	1	0.007	6.993		6.993
DCGKFM_04615	CAP domain-containing protein	124	427	4	0.009	3.247	3.278	6.993
JEAGGN_04570	Bacteriophage replication protein O	81	308	8	0.026	3.691	2.81	6.993
HJAEIG_03950	excinuclease	125	159	6	0.038	2.849	2.832	6.993
ELOKED_11300	pilin	27	161	55	0.342	1.65	1.479	6.993
AKGBFI_04985	lactoferrin-binding protein B	110	757	65	0.086	1.1	1.291	6.993
CEEHEF_11260	beta-N-acetylhexosaminidase	125	362	8	0.022	3.552	2.059	6.993
FLIFPJ_02165	GTPase HflX	125	393	3	0.008	6.882	0.192	6.993
NKPBLJ_02840	glutamine-hydrolyzing GMP synthase	124	522	24	0.046	0.754	1.48	6.993
GILMCH_05425	signal peptidase I	125	380	6	0.016	2.516	3.219	6.993
DCGKFM_00195	Replication initiation factor	31	452	16	0.035	2.476	2.0	6.991
NNPMCJ_01120	Holo-[acyl-carrier-protein] synthase	125	126	2	0.016	5.494	1.962	6.882
AFIEGL_07620	NgoPII restriction and modification	101	135	1	0.007	6.882		6.882
DEODPA_05905	anion:sodium symporter	124	472	3	0.006	3.663	3.398	6.882
HCCGLM_06780	long-chain-fatty-acid--CoA ligase	125	557	13	0.023	0.888	1.781	6.771
DCGKFM_03140	cation-binding protein	125	170	1	0.006	6.771		6.771
DBIOJN_10120	Ancillary SecYEG translocon subunit	125	254	3	0.012	3.182	3.25	6.66
KGFFKI_09330	1-deoxy-D-xylulose-5-phosphate reductoisomerase	125	412	2	0.005	3.386	4.631	6.66
HCCGLM_02515	IS1106A3 transposase	125	86	8	0.093	1.235	2.2	6.66
FPFEIB_10330	UPF0276 protein NMA0228	125	281	3	0.011	4.033	2.356	6.66
DPNOOC_04665	3-deoxy-manno-octulosonate cytidylyltransferase	125	254	3	0.012	3.922	3.404	6.66
AAPKIE_05335	hypothetical protein	111	97	2	0.021	3.496	4.474	6.66
NNPMCJ_04435	Gamma-glutamyl aminopeptidase	124	402	10	0.025	1.998	1.778	6.66
CIKFOC_07750	type I glutamate--ammonia ligase	125	473	17	0.036	0.79	1.536	6.66
LKENIL_03030	NADP-dependent isocitrate dehydrogenase	125	742	5	0.007	1.621	2.824	6.66
DCGKFM_10130	N-acetyltransferase	125	197	5	0.025	3.996	2.806	6.66
FLPKAP_04930	DNA helicase II	125	736	5	0.007	2.708	3.223	6.66
LJCBIJ_08340	AraC-type DNA-binding domain and AraC-containingproteins	124	283	4	0.014	2.054	3.082	6.66
LGFMJF_06995	phosphoribosylformylglycinamidine synthase	125	1319	8	0.006	1.859	2.251	6.66
FLPKAP_05745	carbamoyl phosphate synthase small subunit	125	378	7	0.019	3.362	2.619	6.66
DCGKFM_08605	cadmium transporter	125	215	12	0.056	1.008	1.893	6.66
GHKIBE_06005	peptidase S41	125	492	6	0.012	1.314	2.621	6.66
DCGKFM_00800	carboxylating nicotinate-nucleotidediphosphorylase	125	294	4	0.014	3.718	3.132	6.66
PNIJEF_05485	gluconokinase	125	173	3	0.017	2.664	3.477	6.66
AHNHIN_07820	Transposase	72	140	25	0.179	2.454	1.855	6.66
PMGANF_00575	aminomethyl-transferring glycine dehydrogenase	124	951	6	0.006	1.665	2.528	6.66
OEJBCO_03245	16S rRNA pseudouridine(516) synthase	125	231	1	0.004	6.66		6.66
EHJIKO_05135	NADH-quinone oxidoreductase subunit NuoG	122	754	32	0.042	0.68	1.439	6.659
AAJHJC_10125	iron ABC transporter permease	124	325	5	0.015	3.508	2.7	6.549
GHKIBE_07165	translational GTPase TypA	125	604	4	0.007	2.22	2.913	6.438
DFBINA_02410	phosphoribosylanthranilate isomerase	125	209	1	0.005	6.438		6.438
AFIEGL_05735	adenylate cyclase	125	159	2	0.013	3.275	4.474	6.438
BNBOEA_04480	diacylglycerol kinase	125	128	1	0.008	6.438		6.438
NEILBB_08665	(d)CMP kinase	124	219	1	0.005	6.327		6.327
HLLAKN_00400	GTP-binding protein	125	309	5	0.016	2.753	2.753	6.327
HCCGLM_02150	NinB protein	125	128	1	0.008	6.327		6.327
DKMLDN_10465	acyl-CoA dehydrogenase	125	364	12	0.033	1.323	1.734	6.327
LGFMJF_10045	ACP S-malonyltransferase	125	309	5	0.016	1.487	2.706	6.327
ODMHAO_09330	DNA-directed RNA polymerase subunit beta	125	1395	14	0.01	1.078	1.647	6.327
AKGBFI_10780	Aconitate hydratase	125	640	6	0.009	2.053	2.319	6.327
IPDDEA_08960	thiamine ABC transporter substrate-bindingprotein	125	334	2	0.006	3.33	4.238	6.327
HMKGBL_02665	hypothetical protein	114	124	2	0.016	3.496	4.003	6.327
AAJHJC_04685	Putative DNA polymerase III subunit	110	256	4	0.016	2.109	2.833	6.327
HJAEIG_11480	threonine ammonia-lyase, biosynthetic	125	509	4	0.008	2.442	2.812	6.327
DFBINA_00345	hypothetical protein	125	125	2	0.016	5.272	1.491	6.327
DCBGBN_00365	hypothetical protein	124	45	1	0.022	6.327		6.327
ACIHAE_01695	bifunctional aminodeoxychorismate synthasecomponent I/aminodeoxychorismate lyase	125	625	3	0.005	2.257	3.525	6.327
KHMBHM_09560	bifunctional peptide-methionine (S)-S-oxidereductase MsrA/peptide-methionine (R)-S-oxide reductaseMsrB	125	523	2	0.004	5.938	0.549	6.327
BCKFAO_00630	thermonuclease	123	225	6	0.027	3.848	2.401	6.327
DDFKJF_03570	type IV pilus secretin protein PilQ	124	733	7	0.01	2.046	2.858	6.216
NNPMCJ_09810	decarboxylating NADP(+)-dependentphosphogluconate dehydrogenase	125	483	3	0.006	4.736	2.468	6.216
PNIJEF_08070	restriction endonuclease	123	214	1	0.005	6.216		6.216
OIJOPB_11535	proline--tRNA ligase	125	571	2	0.004	3.219	4.081	6.105
NNPMCJ_07445	polyamine ABC transporter substrate-bindingprotein	125	448	9	0.02	1.023	1.927	6.105
JEAGGN_10480	AzlC family ABC transporter permease	27	200	8	0.04	3.094	1.398	5.994
CLFGNL_03315	TIGR01621 family pseudouridine synthase	125	178	4	0.022	1.97	2.732	5.994
JPGGPH_07960	Membrane protein	125	107	8	0.075	1.235	1.939	5.994
BKGJEI_05555	SAM-dependent methyltransferase	121	414	8	0.019	3.58	1.76	5.994
HEPKNL_10050	DNA topoisomerase IV subunit B ParE	125	698	14	0.02	0.745	1.528	5.994
